product_id,total_sales,total_quantity
TEC-PAN-10002884,1685.2859999999998,6
OFF-HAM-10001302,1683.8999999999999,6
OFF-AP-10003240,1682.91,3
FUR-CH-10000302,1682.304,24
FUR-DAN-10004940,1681.902,6
OFF-BOS-10002472,1681.56,40
TEC-NOK-10004278,1681.038,13
TEC-PH-10001299,1679.8880000000001,15
FUR-CH-10001695,1679.535,25
FUR-CH-10004795,1679.4,17
OFF-AR-10003457,1678.77,36
OFF-AR-10001068,1678.299,40
FUR-CH-10003948,1677.804,10
TEC-KON-10002194,1677.375,7
OFF-AP-10002457,1674.4,20
TEC-BRO-10003986,1674.228,13
OFF-FEL-10003848,1672.443,32
OFF-AP-10003834,1672.44,5
FUR-CH-10004844,1669.5,19
TEC-CO-10001756,1668.83544,19
FUR-TA-10001100,1667.488,12
OFF-AP-10004994,1667.1,5
FUR-IKE-10003682,1666.272,19
TEC-PH-10004908,1665.804,25
TEC-KON-10001507,1665.2549999999999,20
OFF-ST-10003414,1663.8,45
TEC-SAN-10004027,1663.668,19
OFF-AP-10000717,1663.578,6
FUR-FU-10000743,1661.786,32
FUR-HON-10003871,1661.31,3
FUR-TA-10003405,1661.049,6
TEC-PH-10003491,1660.0896,28
TEC-CO-10003410,1658.7,12
OFF-AR-10001110,1657.7849999999999,55
TEC-AC-10000140,1657.1519999999998,29
TEC-EPS-10004328,1655.2620000000002,7
FUR-CH-10001658,1653.292,47
OFF-HOO-10003338,1651.89,17
FUR-CH-10004792,1650.8429999999998,10
FUR-CH-10003910,1649.2086,25
TEC-EPS-10001129,1648.998,6
TEC-MOT-10001088,1647.8700000000001,15
OFF-BI-10004220,1647.54,59
FUR-BO-10003965,1646.918,12
FUR-CH-10000825,1646.2464,31
FUR-TA-10002095,1645.9443,9
OFF-ROG-10004646,1645.839,14
FUR-FU-10004158,1645.098,20
OFF-AR-10002037,1644.84,36
TEC-PH-10002708,1642.0,20
OFF-ST-10002659,1641.6,41
TEC-AC-10001432,1641.1499999999999,21
OFF-BI-10001820,1639.95,36
OFF-BIC-10003841,1638.144,30
TEC-PH-10003075,1638.0144,13
TEC-AC-10002712,1636.2359999999999,35
OFF-ST-10002344,1635.796,22
OFF-BI-10000542,1634.854,77
FUR-CH-10002344,1633.8239999999998,13
FUR-CH-10000265,1630.332,37
FUR-BO-10004230,1629.54,14
TEC-CO-10002434,1629.19632,14
OFF-AR-10000091,1629.1173,75
FUR-FU-10002919,1627.65,15
OFF-ST-10001719,1627.5744,34
OFF-ST-10002340,1627.128,31
TEC-SAM-10000765,1626.984,16
OFF-ST-10001186,1626.7272,35
TEC-OKI-10002736,1626.012,13
FUR-CH-10000117,1624.728,22
FUR-FU-10003601,1623.248,26
TEC-CO-10001580,1622.38872,19
FUR-TA-10004649,1622.01,5
OFF-ST-10001025,1621.776,38
OFF-BI-10004227,1621.488,37
FUR-BO-10004459,1620.864,18
TEC-PH-10002102,1620.48,32
TEC-KON-10000562,1620.3719999999998,23
TEC-MA-10003356,1619.82,5
TEC-AC-10002800,1619.676,34
OFF-CAR-10004661,1619.199,39
OFF-AR-10000380,1617.9479999999999,44
OFF-AP-10000004,1617.12,3
OFF-ST-10004346,1616.0895,32
FUR-CH-10003697,1615.864,54
TEC-AC-10000736,1615.798,21
TEC-PH-10002218,1614.72,22
TEC-STA-10000893,1614.1680000000001,6
FUR-CH-10000187,1613.7018,34
FUR-FU-10000159,1609.52,28
OFF-ST-10002161,1607.6736,34
TEC-AC-10004012,1606.6305,47
FUR-FU-10001200,1604.628,33
TEC-CO-10002404,1604.14528,8
TEC-PH-10004597,1603.3600000000001,20
OFF-AP-10001559,1602.9468,18
OFF-SU-10001535,1602.6381,43
TEC-PH-10002574,1601.74,17
OFF-AR-10004486,1601.484,36
FUR-FU-10000394,1601.4474,36
OFF-AR-10000659,1601.283,54
FUR-FU-10004527,1600.9920000000002,15
TEC-MA-10004236,1600.96,8
FUR-HAR-10000441,1600.506,12
OFF-SU-10004662,1599.324,73
TEC-MA-10002629,1599.156,6
OFF-WIL-10003299,1597.968,35
TEC-HP -10004590,1597.314,6
OFF-PA-10002047,1596.9119999999998,34
TEC-PH-10000641,1596.2910000000002,25
OFF-PA-10003868,1594.8899999999999,33
FUR-BO-10003463,1594.656,28
FUR-SAF-10000678,1594.08,8
TEC-BRO-10003876,1592.7,5
FUR-BO-10004423,1592.448,23
OFF-AR-10000266,1592.175,65
OFF-AR-10003377,1592.067,57
TEC-CIS-10003676,1591.92,18
TEC-BRO-10000917,1590.9,5
FUR-CH-10002439,1589.406,31
TEC-PH-10004120,1589.084,13
TEC-PH-10001427,1588.188,31
OFF-ST-10004748,1587.36,8
OFF-ST-10004687,1587.12,8
FUR-HON-10001960,1586.6999999999998,3
FUR-CH-10000745,1583.946,30
OFF-AP-10000437,1583.82,3
TEC-PH-10001425,1583.802,24
TEC-MA-10002827,1583.25,8
OFF-AR-10001002,1582.464,35
FUR-BO-10002866,1582.2,6
TEC-MA-10002779,1581.87,15
OFF-HOO-10001105,1581.03,3
OFF-BI-10002562,1579.662,33
FUR-FU-10000308,1579.3719999999998,26
FUR-TA-10001622,1579.2,10
OFF-BI-10000340,1578.444,36
TEC-PH-10000693,1578.24,20
OFF-HOO-10000445,1577.0700000000002,3
OFF-AR-10001599,1576.752,41
TEC-CO-10004152,1575.288,20
TEC-AC-10004469,1574.03,42
OFF-BI-10001071,1573.908,31
OFF-ST-10000645,1573.792,20
TEC-PH-10004006,1572.4998,18
TEC-PAN-10000979,1571.7,13
TEC-HEW-10002302,1571.22,6
OFF-AR-10002447,1571.13,34
FUR-BO-10002471,1570.8,15
TEC-MA-10000559,1570.74,10
TEC-CO-10004325,1570.14,11
FUR-BO-10001608,1570.0776,30
OFF-AR-10004749,1568.577,37
OFF-ST-10003159,1566.3879,37
OFF-PA-10000675,1565.818,40
TEC-CO-10004263,1565.3295,12
TEC-CO-10004756,1564.464,6
FUR-CH-10002378,1563.672,13
FUR-SAF-10003745,1563.624,12
FUR-CH-10000857,1562.328,12
TEC-HEW-10004833,1561.248,11
TEC-PAN-10000377,1561.05,5
FUR-SAF-10000508,1559.16,6
TEC-PH-10003416,1556.584,38
FUR-BO-10001003,1555.9499999999998,11
FUR-BO-10003768,1555.68,23
TEC-PH-10002932,1553.9579999999999,13
TEC-KON-10003211,1552.9499999999998,5
TEC-MA-10001727,1552.575,13
OFF-BI-10000328,1552.3905,34
TEC-PH-10002647,1551.84,35
FUR-BO-10004565,1551.56,17
TEC-CAN-10001378,1550.34,11
FUR-BO-10003022,1550.01,11
OFF-FEL-10004117,1549.53,30
FUR-BO-10003631,1549.392,19
OFF-AR-10001216,1549.248,64
FUR-SAU-10000637,1548.36,4
FUR-BO-10001969,1545.876,19
FUR-FU-10003192,1545.816,18
FUR-TA-10004722,1545.0825,5
TEC-PH-10004450,1545.075,21
OFF-BI-10001504,1543.76,46
TEC-PH-10003215,1539.876,45
TEC-PH-10004536,1538.886,12
TEC-MA-10003631,1538.5124999999998,10
TEC-MA-10001098,1537.74,9
TEC-PH-10004655,1537.4115,16
FUR-TA-10003786,1537.182,6
TEC-STA-10001994,1537.02,6
FUR-TA-10002571,1534.8960000000002,9
TEC-CIS-10002598,1529.388,9
FUR-BO-10001867,1528.304,21
TEC-PH-10002419,1527.915,24
OFF-ROG-10004949,1527.684,25
TEC-SAM-10001131,1526.976,3
TEC-NOK-10001678,1526.31,13
TEC-PH-10001163,1525.245,13
OFF-AP-10003217,1524.5320000000002,12
FUR-BO-10004191,1524.4920000000002,11
TEC-EPS-10003473,1522.2359999999999,20
OFF-PA-10003455,1521.012,52
TEC-AC-10000596,1520.31,18
TEC-AC-10000254,1519.29,29
FUR-FU-10000541,1518.7188,17
FUR-TA-10000750,1517.648,8
OFF-ST-10004802,1516.536,12
FUR-CH-10002991,1516.488,19
FUR-CH-10003195,1515.192,20
TEC-MOT-10000851,1515.06,19
FUR-CH-10003423,1515.0400000000002,20
FUR-FU-10002539,1514.97,31
FUR-CH-10000966,1514.7,23
TEC-BRO-10001568,1513.8,4
TEC-PH-10004901,1513.688,35
FUR-CH-10002030,1513.278,11
TEC-PH-10003954,1512.7704,11
OFF-AR-10001269,1510.11,51
TEC-CO-10000372,1510.096,16
TEC-MA-10003330,1510.041,13
OFF-BI-10001645,1509.9048,31
FUR-TA-10003663,1509.076,5
TEC-CO-10002678,1508.04,4
TEC-PH-10004200,1507.3158,11
TEC-MA-10001934,1507.254,7
TEC-MA-10002686,1507.176,13
TEC-MA-10000124,1504.3600000000001,13
FUR-BO-10000268,1504.344,11
OFF-CUI-10003993,1503.684,6
OFF-WIL-10003532,1503.0720000000001,36
OFF-HAM-10001107,1502.6399999999999,3
OFF-AP-10001617,1502.52,26
FUR-CH-10004875,1501.8980000000001,24
OFF-SU-10001407,1500.7464,36
FUR-FU-10003939,1498.353,33
OFF-SAN-10001634,1498.305,32
FUR-CH-10002974,1497.501,12
FUR-CH-10001795,1497.068,31
TEC-AC-10002076,1497.0,29
TEC-CO-10004252,1496.6100000000001,12
FUR-FU-10003736,1495.32,14
OFF-AR-10000184,1494.045,54
TEC-MA-10004956,1493.44,13
OFF-EN-10003498,1490.9175,35
TEC-MA-10001831,1489.965,9
TEC-AC-10002348,1489.8000000000002,13
TEC-AC-10000109,1489.334,29
TEC-PH-10001433,1489.0167000000001,19
OFF-CUI-10002269,1488.24,3
TEC-MA-10000327,1488.0015,24
FUR-TA-10000283,1487.724,4
FUR-TA-10001433,1487.7057,6
TEC-CO-10000415,1487.4,10
TEC-HEW-10004652,1485.981,11
TEC-MA-10003704,1485.786,10
FUR-BO-10004404,1483.9128,13
FUR-BUS-10001187,1483.704,6
OFF-AVE-10003740,1482.81,36
OFF-AR-10001190,1482.5249999999999,32
FUR-FU-10003273,1481.872,29
TEC-PH-10004631,1480.836,15
FUR-TA-10002101,1480.368,3
TEC-NOK-10001172,1478.8799999999999,17
TEC-EPS-10000689,1478.565,10
TEC-SHA-10000244,1478.25,5
FUR-TA-10003887,1477.872,6
TEC-CO-10001795,1477.5,14
OFF-ST-10001026,1477.4166,34
FUR-CH-10003844,1477.12,19
FUR-BO-10003546,1474.308,22
FUR-CH-10002275,1473.408,8
FUR-BO-10003441,1473.2982000000002,18
OFF-AP-10003779,1473.108,8
OFF-ST-10001648,1470.354,33
TEC-MA-10002941,1470.33,9
OFF-ST-10002066,1469.7291,14
FUR-FU-10003394,1469.1599999999999,26
TEC-PH-10002468,1468.692,13
TEC-PH-10002586,1468.6815000000001,29
OFF-ST-10001272,1465.7440000000001,12
FUR-FU-10000065,1465.2,27
OFF-AR-10000715,1463.535,61
TEC-PH-10003137,1463.175,12
OFF-BI-10004924,1463.04,52
OFF-ST-10004183,1462.6575,23
TEC-PH-10001805,1462.17,12
TEC-HP -10002603,1462.1399999999999,6
TEC-CO-10001630,1460.8188,11
FUR-CH-10002631,1457.7749999999999,28
TEC-CO-10000228,1457.127,11
TEC-PH-10004235,1456.96,18
FUR-OFF-10002511,1455.264,17
FUR-BO-10002968,1455.12,7
TEC-APP-10004912,1454.94,16
TEC-CAN-10002843,1453.221,13
OFF-SU-10001346,1453.194,38
OFF-STA-10000244,1452.942,33
FUR-DAN-10002314,1452.6,12
FUR-BO-10000034,1450.35,5
TEC-PH-10002152,1449.8955,23
FUR-CH-10003061,1448.839,19
FUR-TA-10004892,1447.56,3
FUR-BO-10001326,1447.2,10
TEC-KON-10000837,1446.984,6
OFF-ST-10003334,1445.52,34
OFF-AP-10002794,1445.5,7
OFF-ST-10004337,1445.2640000000001,24
FUR-TA-10002931,1444.548,4
TEC-PH-10000158,1442.607,11
TEC-AC-10000865,1442.4479999999999,24
FUR-CH-10004455,1440.96,8
OFF-AP-10003945,1438.378,17
FUR-BO-10002985,1438.272,17
FUR-FU-10004848,1438.132,44
FUR-CH-10002961,1437.484,19
FUR-TA-10002622,1436.232,12
OFF-AP-10001274,1435.6062000000002,5
OFF-PA-10001033,1434.65,39
FUR-CH-10002291,1434.64,56
TEC-MA-10002864,1434.537,32
FUR-CH-10004277,1434.4199999999998,17
TEC-NOK-10001282,1433.25,16
OFF-BI-10000179,1433.088,56
OFF-ELD-10002279,1432.77,36
OFF-SU-10000076,1432.2,31
FUR-FU-10000293,1431.9440000000002,14
FUR-FU-10001471,1431.7446,33
OFF-AP-10003625,1431.6399999999999,7
TEC-PH-10001382,1430.73,28
TEC-AC-10003659,1429.9506000000001,17
FUR-TA-10000805,1428.8,4
OFF-ST-10002930,1428.408,14
FUR-BO-10003966,1427.683,10
TEC-CO-10000915,1426.6943999999999,15
OFF-ST-10002251,1426.5439999999999,39
OFF-ST-10000563,1426.308,50
FUR-BO-10004899,1426.248,14
OFF-ST-10002085,1425.8019,11
OFF-AP-10001197,1425.375,5
FUR-FU-10000526,1424.031,14
FUR-TA-10003597,1422.96,10
TEC-MA-10003400,1421.92,8
TEC-AC-10003367,1421.584,20
FUR-CH-10001891,1420.5040000000001,17
OFF-AP-10000003,1420.416,3
FUR-FU-10002525,1419.7095,38
OFF-AP-10001815,1419.363,3
OFF-ST-10001213,1418.067,36
FUR-FU-10001351,1417.95,28
OFF-SU-10001731,1416.6009,68
TEC-CIS-10003439,1416.48,16
OFF-SAN-10002323,1416.222,39
TEC-CO-10000407,1415.0565000000001,6
OFF-BI-10002632,1414.875,30
FUR-BO-10001436,1413.486,14
TEC-PH-10003177,1413.152,20
OFF-AP-10002537,1412.55,5
TEC-AC-10000863,1411.92,24
FUR-TA-10001229,1411.2,6
TEC-CO-10001445,1410.9,10
FUR-TA-10001572,1410.4,5
TEC-PH-10001548,1410.32,17
TEC-AC-10002926,1409.718,30
OFF-HAM-10002778,1409.7,5
TEC-AC-10003628,1409.53,52
FUR-CH-10002207,1408.6764,26
OFF-PA-10000453,1407.4926,30
OFF-PA-10003550,1404.5535,37
OFF-SU-10001308,1403.22,50
FUR-CH-10002412,1402.9248,39
FUR-CH-10004506,1402.368,19
FUR-OFF-10002330,1402.29,3
OFF-ST-10004804,1400.2559999999999,31
OFF-BOS-10001511,1399.95,36
TEC-CO-10001978,1398.3776400000002,11
FUR-CH-10002890,1397.6226000000001,21
OFF-ST-10004947,1397.314,20
OFF-AP-10002499,1396.83,6
FUR-CH-10003535,1396.442,28
TEC-MA-10003626,1396.21,6
TEC-PH-10001478,1395.744,20
TEC-PH-10002352,1394.95,5
TEC-PH-10001963,1393.728,15
OFF-EN-10000857,1392.576,56
TEC-MA-10002178,1391.4,4
FUR-RUB-10003004,1389.96,13
OFF-CUI-10000105,1389.4499999999998,5
TEC-MOT-10001342,1389.234,19
OFF-AP-10004041,1388.07,5
FUR-BO-10002936,1388.016,12
OFF-SAN-10002839,1387.704,28
FUR-TA-10003254,1387.68,5
TEC-PH-10004871,1387.5120000000002,29
TEC-PH-10004434,1386.69,12
FUR-SAF-10000949,1386.63,7
TEC-PH-10001750,1385.79,24
OFF-ELD-10001477,1385.58,7
TEC-CO-10001087,1384.90464,14
TEC-MA-10001622,1383.8400000000001,12
TEC-PH-10003239,1383.6567,12
TEC-PH-10003254,1383.408,32
TEC-CAN-10004354,1383.21,10
OFF-AP-10002311,1383.0810000000001,26
OFF-CUI-10001965,1383.0,5
OFF-BI-10004651,1382.8707,31
FUR-FU-10004915,1382.8319999999999,23
TEC-PH-10004635,1382.664,28
TEC-PH-10001730,1380.6552,10
TEC-MA-10004212,1379.92,8
TEC-CO-10003807,1379.6190000000001,12
FUR-CH-10003033,1379.376,19
TEC-AC-10002649,1378.887,20
TEC-MA-10004198,1377.84,11
OFF-STA-10004108,1377.798,32
OFF-AR-10002783,1377.75,58
FUR-BO-10000610,1377.3509999999999,13
TEC-BRO-10004328,1375.914,5
TEC-MA-10004553,1375.869,15
FUR-TA-10001980,1375.14,4
FUR-BO-10002250,1374.96,12
FUR-HON-10001851,1371.42,3
OFF-ST-10001562,1368.864,79
FUR-BO-10003893,1368.2620000000002,16
FUR-BO-10003878,1367.8200000000002,10
FUR-BO-10004926,1367.604,9
OFF-AP-10003308,1366.992,9
TEC-PH-10003870,1366.8000000000002,16
FUR-TA-10000245,1366.568,7
TEC-PH-10000026,1366.398,23
OFF-AP-10002439,1365.172,28
TEC-PH-10004350,1364.337,22
FUR-FU-10001674,1363.5158999999999,31
TEC-PH-10000808,1363.2,8
OFF-ST-10003656,1363.058,16
TEC-MA-10003230,1362.9,3
FUR-BO-10003661,1362.06,7
OFF-ST-10000643,1361.445,37
FUR-BO-10000676,1361.124,16
FUR-TA-10000861,1360.62,3
OFF-EN-10003001,1360.4759999999999,18
TEC-AC-10002015,1360.2160000000001,9
TEC-MA-10001298,1360.134,14
TEC-AC-10003857,1359.68,32
OFF-EN-10002230,1359.6660000000002,19
TEC-CO-10002504,1359.24208,8
TEC-CO-10002916,1358.586,10
FUR-BO-10003185,1358.4,8
TEC-AC-10000692,1358.3600000000001,29
OFF-AVE-10003549,1357.92,29
TEC-AC-10001352,1356.6285,31
TEC-AC-10002324,1356.4278,26
OFF-AP-10000162,1355.13,5
FUR-DEF-10000346,1354.23,13
TEC-PH-10000358,1353.468,19
OFF-BI-10001622,1353.336,48
TEC-CO-10004558,1351.485,15
TEC-CO-10003362,1351.08,12
FUR-FU-10001252,1349.5439999999999,16
OFF-BRE-10003382,1349.4959999999999,3
TEC-AC-10001754,1348.92,20
TEC-SHA-10004083,1348.8,8
TEC-CO-10001482,1348.71,11
FUR-BUS-10003055,1348.488,15
FUR-IKE-10004160,1348.38,11
OFF-ST-10000580,1348.371,27
FUR-DEF-10001359,1347.384,16
OFF-BI-10000089,1347.192,56
OFF-AR-10004010,1346.9279999999999,62
TEC-KON-10001624,1346.0700000000002,11
TEC-PH-10004879,1344.492,22
TEC-PH-10004552,1344.12,25
TEC-MA-10003183,1343.916,11
FUR-OFF-10003688,1343.2559999999999,14
OFF-BRE-10002255,1343.232,5
TEC-PH-10003481,1342.7169,24
TEC-MA-10003176,1341.69,4
FUR-CH-10003968,1341.522,22
TEC-MA-10004452,1341.3675,14
TEC-MA-10003146,1340.6679,5
FUR-BO-10002889,1340.388,12
TEC-PH-10001061,1339.866,15
OFF-ST-10002759,1339.86,34
TEC-PH-10002890,1339.104,35
FUR-FU-10003414,1338.4312,50
FUR-BO-10001967,1337.424,10
OFF-ST-10003858,1336.776,15
TEC-MA-10004814,1335.15,7
TEC-CO-10004904,1334.7108,10
TEC-PH-10003877,1334.172,30
OFF-ROG-10001101,1334.16,23
TEC-NOK-10002716,1333.92,10
TEC-PAN-10002613,1333.0500000000002,5
OFF-ST-10003907,1332.324,25
FUR-HON-10000722,1331.1,10
OFF-AR-10001714,1330.875,55
OFF-AR-10000594,1330.521,70
FUR-TA-10004730,1330.0335,7
FUR-FU-10004188,1329.8999999999999,13
TEC-AC-10002322,1329.51,13
FUR-BO-10003291,1328.728,23
TEC-PH-10000577,1328.34,31
TEC-MA-10004224,1328.3159999999998,5
TEC-CO-10001968,1328.28508,20
FUR-FU-10004288,1325.934,27
TEC-PH-10001640,1325.8575,19
FUR-CH-10000213,1325.565,9
TEC-HEW-10004522,1325.55,12
FUR-FU-10003862,1324.5,26
FUR-CH-10000996,1323.712,24
OFF-TEN-10001480,1323.4560000000001,25
OFF-AR-10004900,1322.9514,29
TEC-PH-10001070,1322.8845,22
FUR-BO-10000746,1322.776,17
OFF-BI-10002881,1322.4096,30
FUR-FU-10003708,1322.17,24
FUR-CH-10003760,1321.6779,27
TEC-AC-10002760,1321.056,21
TEC-MA-10003084,1320.6599999999999,11
FUR-BO-10002598,1320.228,19
TEC-STA-10003081,1320.0330000000001,20
TEC-MA-10004172,1319.6502,6
OFF-EN-10004473,1318.686,29
OFF-BI-10002040,1318.6680000000001,46
FUR-BO-10003333,1316.52,9
OFF-ST-10001752,1316.385,27
FUR-BO-10001362,1315.8719999999998,4
FUR-SAU-10003933,1315.53,3
FUR-TA-10003929,1312.64,5
TEC-AC-10003895,1312.2453,38
FUR-CH-10002372,1311.876,19
TEC-MA-10002844,1310.634,15
TEC-PH-10004389,1310.296,11
OFF-SU-10000723,1309.3812,36
OFF-AP-10002128,1308.681,19
OFF-BI-10003917,1308.6171,65
TEC-PH-10004626,1308.48,2
TEC-AC-10002159,1307.36,10
TEC-CIS-10001661,1306.512,10
FUR-CH-10000608,1306.2632999999998,25
TEC-MA-10003478,1306.26,13
OFF-ST-10001631,1304.8347,27
FUR-BO-10000666,1304.64,9
FUR-FU-10003773,1304.128,20
FUR-OFF-10004495,1303.4759999999999,13
TEC-PH-10004287,1302.404,23
OFF-TEN-10000827,1301.061,11
FUR-NOV-10002791,1300.338,9
OFF-AR-10001546,1299.861,32
TEC-KON-10001388,1298.451,7
OFF-SU-10001382,1298.4104,51
FUR-CH-10001044,1298.248,23
FUR-CH-10003540,1298.025,29
TEC-SHA-10002696,1296.2549999999999,11
FUR-TA-10004175,1296.028,6
OFF-AP-10001548,1293.98,25
TEC-CO-10004182,1292.646,5
FUR-TA-10004219,1291.446,4
OFF-BI-10002867,1291.248,26
TEC-SHA-10001103,1290.816,6
OFF-AR-10003613,1290.5738999999999,31
TEC-CO-10004664,1289.5335,9
OFF-AR-10000980,1289.34,54
FUR-BO-10000378,1288.896,15
FUR-CH-10000068,1288.0259999999998,21
OFF-ST-10000129,1287.948,12
FUR-FU-10000496,1287.7608,26
FUR-SAU-10003694,1287.495,7
OFF-AP-10002629,1287.432,4
OFF-BRE-10003081,1287.09,21
TEC-MA-10004241,1286.85,4
FUR-FU-10000668,1284.12,12
TEC-PH-10001305,1283.538,32
OFF-EN-10002449,1283.04,27
OFF-ST-10002554,1281.442,29
TEC-AC-10001438,1280.8584,35
FUR-CH-10004580,1280.8323,27
FUR-TA-10002611,1280.08,5
FUR-CH-10002090,1279.278,8
OFF-PA-10001289,1279.08,37
FUR-FU-10001950,1279.08,27
OFF-BI-10001895,1278.644,42
OFF-BI-10002459,1278.315,34
OFF-ROG-10004393,1277.97,44
OFF-ST-10000020,1276.569,52
TEC-PH-10001360,1275.0,2
TEC-AC-10004556,1274.79,11
OFF-ST-10002240,1273.6368,25
TEC-PH-10003774,1273.536,16
OFF-AR-10000851,1272.9852,32
FUR-CH-10002088,1272.832,27
OFF-ST-10002221,1272.6,6
TEC-MA-10001811,1272.1185,9
OFF-AP-10003577,1271.28,4
OFF-ST-10002530,1269.9,6
TEC-MA-10002471,1269.8694,16
OFF-AR-10000409,1269.75,25
FUR-FU-10004071,1268.922,13
FUR-CH-10002758,1268.696,7
FUR-TA-10004810,1267.76,5
OFF-ST-10004017,1267.552,38
FUR-CH-10001607,1266.996,13
OFF-EN-10003296,1266.72,14
OFF-ACC-10002680,1265.67,27
TEC-AC-10002850,1265.1534,12
FUR-FU-10004017,1264.5819999999999,21
FUR-BO-10001798,1263.9569999999999,12
OFF-AR-10003582,1263.3162,47
FUR-BO-10000120,1262.652,10
OFF-PA-10001497,1261.404,29
TEC-AC-10001055,1261.26,37
FUR-SAF-10001136,1261.182,8
TEC-AC-10000097,1261.14,32
TEC-SAM-10003520,1260.588,20
FUR-FU-10000815,1260.0192,29
TEC-CO-10003522,1260.012,15
TEC-PH-10001809,1259.58,10
TEC-PH-10003430,1258.2156,10
TEC-AC-10004880,1257.1499999999999,18
OFF-ST-10002437,1256.814,28
OFF-BI-10003899,1256.2350000000001,47
FUR-TA-10003171,1256.08,7
FUR-BO-10003604,1255.8,10
FUR-SAF-10002495,1255.392,6
OFF-BI-10000734,1254.6,27
OFF-ST-10004368,1254.224,36
FUR-BO-10000734,1253.4,20
OFF-AR-10003247,1252.44,59
TEC-PH-10000822,1252.1295,11
TEC-PH-10002018,1251.9,10
OFF-AR-10003630,1251.6,33
OFF-SU-10003252,1251.0,30
FUR-CH-10000133,1250.526,16
OFF-ELD-10001832,1250.01,32
TEC-PH-10004732,1249.65,16
OFF-BI-10001533,1249.44,40
FUR-BEV-10002193,1248.912,6
FUR-CH-10002209,1247.931,25
TEC-AC-10001539,1247.844,17
OFF-TEN-10001129,1246.248,33
OFF-ST-10001707,1245.0528,30
TEC-CO-10002571,1244.7255599999999,13
OFF-ST-10000892,1244.088,28
OFF-AP-10000026,1243.788,27
OFF-AP-10001772,1243.056,17
FUR-BO-10003384,1242.906,11
TEC-PH-10001428,1242.1548,17
TEC-APP-10002321,1241.46,17
FUR-DAN-10001584,1241.1,10
OFF-ST-10001837,1240.04,31
FUR-TA-10000695,1240.0,5
OFF-AP-10004755,1239.0,4
OFF-SU-10003834,1238.7984000000001,28
TEC-AC-10001486,1238.04,30
FUR-CH-10004242,1238.016,24
TEC-PH-10002070,1237.692,25
TEC-SAN-10001506,1237.68,12
TEC-MA-10004666,1236.96,4
TEC-MA-10003326,1236.6399999999999,18
OFF-FEL-10004224,1236.474,24
FUR-BO-10004483,1236.168,8
OFF-ST-10002714,1236.1302,69
FUR-BO-10000311,1236.06,7
TEC-CO-10002089,1235.5221999999999,15
OFF-CUI-10004536,1235.412,22
FUR-FU-10004608,1235.295,33
FUR-BO-10001309,1235.25,3
FUR-BO-10001555,1234.5,10
OFF-LA-10003510,1233.412,43
FUR-BO-10001295,1232.904,11
FUR-TA-10002699,1232.352,3
TEC-AC-10002473,1231.692,49
FUR-TA-10004147,1231.56,13
OFF-AR-10000467,1230.402,53
TEC-PH-10003437,1229.836,21
TEC-AC-10001314,1229.754,27
FUR-FU-10003217,1229.5448999999999,13
TEC-SAN-10001899,1228.9950000000001,18
OFF-ST-10002233,1228.92,48
OFF-BIN-10001715,1228.794,25
OFF-PA-10000591,1228.4,42
OFF-ST-10004608,1228.3326,29
TEC-MA-10003953,1226.52,6
FUR-FU-10004787,1225.7,23
FUR-SAF-10004173,1225.5720000000001,11
TEC-HP -10004801,1224.8999999999999,10
OFF-ST-10004583,1224.816,36
TEC-OKI-10003221,1224.612,15
TEC-CO-10002055,1223.6399999999999,9
OFF-PA-10003228,1222.75,25
TEC-PH-10000673,1221.812,25
OFF-BI-10000632,1219.821,38
FUR-TA-10004249,1219.14,13
FUR-CH-10003336,1218.7836,24
OFF-AP-10001254,1218.4263,18
FUR-CH-10000391,1217.4804,29
OFF-BI-10001597,1217.106,47
OFF-PA-10003332,1216.6968000000002,31
OFF-PA-10002479,1215.9444,57
TEC-AC-10001948,1214.912,35
TEC-PH-10001187,1214.64,8
TEC-CO-10000821,1213.6725000000001,9
OFF-ST-10003305,1212.882,58
TEC-MA-10002210,1212.705,10
OFF-SAN-10002484,1212.48,30
FUR-BO-10003530,1212.384,11
FUR-CH-10002768,1212.004,12
OFF-ST-10000988,1211.76,57
OFF-SAN-10004420,1211.634,27
FUR-CH-10002846,1211.18,27
OFF-ST-10004576,1210.9365,14
TEC-MA-10004323,1210.5,19
TEC-AC-10000857,1210.1625,6
OFF-AP-10004785,1209.096,24
FUR-FU-10001711,1209.08,23
FUR-CH-10000528,1208.672,25
TEC-MA-10002712,1208.25,7
OFF-AP-10001242,1207.2,20
FUR-CH-10002882,1205.268,36
FUR-FU-10001770,1203.1887,29
FUR-FU-10002918,1200.936,18
OFF-BI-10003159,1200.609,26
FUR-TA-10000310,1200.306,9
FUR-CH-10001975,1200.1,14
OFF-ST-10003111,1200.0,29
FUR-CH-10002589,1199.94,14
OFF-SU-10003665,1199.4858,50
OFF-AP-10000119,1199.4,6
FUR-TA-10002885,1199.352,14
OFF-ST-10002176,1198.68,14
OFF-ST-10003206,1197.9108,27
FUR-BO-10002235,1196.352,14
TEC-PH-10000381,1195.48,13
FUR-BO-10004537,1194.4965,8
TEC-CO-10003017,1194.336,12
TEC-SAN-10002477,1194.108,35
TEC-CO-10001523,1194.0810000000001,7
OFF-ST-10002974,1193.818,30
TEC-CO-10000259,1193.454,9
OFF-BRE-10001197,1193.148,3
TEC-PH-10004093,1193.136,25
